"CERSID","BusinessName","SiteAddress","City","ZipCode","NAICSCode","SICCode","ChemicalName","CommonName","CASNumber","AverageDailyAmount","MaximumDailyAmount","ChemicalLocation","EHS","PFCodeHazardClass","SFCodeHazardClass","TFCodeHazardClass","FFCodeHazardClass","FifthFireCodeHazardClass","SixthFireCodeHazardClass","SeventhFireCodeHazardClass","EighthFireCodeHazardClass","isMixture","HMType","MixtureComponentNumber","RadioActive","Curies","Unit","PhysicalState","LargestContainer","FHCFire","FHCReactive","FHCPressureRelease","FHCAcuteHealth","FHCChronicHealth","AnnualWasteAmount","StateWasteCode","DaysOnSite","SCAboveGroundTank","SCUnderGroundTank","SCTankInsideBuilding","SCSteelDrum","SCPlasticNonMetallicDrum","SCCan","SCCarboy","SCSilo","SCFiberDrum","SCBag","SCBox","SCCylinder","SCGlassBottle","SCPlasticBottle","SCToteBin","SCTankTruckTankWagon","SCTankCarRailCar","SCOther","OtherStorageContainer","StoragePressure","StorageTemperature","HC1PercentByWeight","HC1Name","HC1EHS","HC1CAS","HC2PercentByWeight","HC2Name","HC2EHS","HC2CAS","HC3PercentByWeight","HC3Name","HC3EHS","HC3CAS","HC4PercentByWeight","HC4Name","HC4EHS","HC4CAS","HC5PercentByWeight","HC5Name","HC5EHS","HC5CAS","ChemicalDescriptionComment","AdditionalMixtureComponents","CCLID","USEPASRSNumber","DOTHazClassID","KEEP"
"10400194","Fletcher Coating Company","426 W Fletcher Ave ","Orange","92865","33281","3479","Acetylene","Acetylene","74-86-2","685","1370","NULL","N","8","33","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","137","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","INCLUDE"
"10210843","PERMACOLOR INC","1020 CINDY Ln 8","CARPINTERIA","93013","33281","3479","Argon","Argon","10439","125","125","NULL","N","6","6","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","cubic feet","Gas","125","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","75","Argon Refrigerated Liquid","N","7440-37-1","25","Carbon Dioxide Refrigerated Liquid","N","124-38-9","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NONE","NULL","NULL","2.2","INCLUDE"
"10346323","NANOMETRICS INC","1550 BUCKEYE DR","MILPITAS","95035","33298","3559","FLUORESCENT LAMPS/BATTERIES (UW)","UNIVERSAL HAZARDOUS WASTE","NULL","20","30","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","pounds","Solid","1","NULL","NULL","NULL","NULL","NULL","100","612","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","BUCKET","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Universal Waste ","NULL","NULL","9","INCLUDE"
"10454368","GCM Medical & OEM","1350 Atlantic St","Union City","94587","33299","3549","Helium, Argon, Carbon Dioxide Mixture","Helium, Argon, Carbon Dioxide Mixture","NULL","175","422","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","cubic feet","Gas","211","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","33","Helium","N","7440-59-7","33","Argon","N","7440-37-1","33","Carbon Dioxide","N","124-38-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10343170","C & C Enterprises","2161 Camel Rd","Benicia","94510","33299","3499","Acetylene","Acetylene","C","300","600","NULL","N","33","8","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","300","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","Acetylene","N","74-86-2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","DOT Hazard class:","NULL","NULL","NULL","2.1","INCLUDE"
"10247434","MICRO MATIC USA INC","19791 W BAHAMA ST","NORTHRIDGE","91324","33299","3499",NA,"DRAFT LINE CLEANER, ACID",NA,"50","100","NULL","N","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","0.25","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","25","HYDROCHLORIC ACID","N","7647-01-0","10","PHOSPHORIC ACID","N","7664-38-2","10","SULFAMIC ACID","N","5329-14-6","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10233154","DOWNHOLE STABILIZATION INC","3515 THOMAS AVE","BAKERSFIELD","93308","33312","3533","NONE","WASTE OIL FILTERS","Mixture","5","350","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","pounds","Solid","350","NULL","NULL","NULL","NULL","NULL","300","223","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","100","waste oil filters","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10704922","XTREME MANUFACTURING","1775 PARK ST #82","SELMA","93662","33324","NULL","WASTE PETROLEUM","WASTE OIL","NULL","25","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","0","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","55","221","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","PETROLEUM HYDROCARBON DISTILLATE","NULL","64742650","NULL","IMPURITIES","NULL","64742650","NULL","NULL","NULL","64742650","NULL","NULL","NULL","64742650","NULL","NULL","NULL","64742650","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10428967","MAKO INDUSTRIES MFG INC","1280 N RED GUM ST","ANAHEIM","92806","33324","3499","NULL","HELIUM/ARGON/CO2 MIX","NULL","280","280","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","cubic feet","Gas","280","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","90","HELIUM","N","7440-59-7","7.5","ARGON","N","7440-37-1","2.5","CARBON DIOXIDE","N","124-38-9","0.01","NULL","NULL","NULL","0.01","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10295023","CACO-PACIFIC CORP","813 N CUMMINGS RD","COVINA","91724","33351","3544","Starrett Granite Surface Plate Cleaner","Starrett Granite Surface Plate Cleaner","NULL","55","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","20","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","(2-methoxymethylethoxy)-propanol","NULL","34590-94-8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","55 gallons in storage","NULL","NULL","NULL","NULL","INCLUDE"
"10377073","DISCFLO CORPORATION","10850 HARTLEY RD","SANTEE","92071","33391","3561","OXYGEN GAS","OXYGEN GAS","7782-44-7","422","843","NULL","N","6","22","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","200","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","","Above Ambient","Ambient","NULL","","N","","NULL","","N","","NULL","","N","","NULL","","N","","NULL","","N","","","","NULL","","2.2","INCLUDE"
"10551292","DESIGNER WELDING","7566 PARK Ave ","GARDEN GROVE","92841","33399","7692","Argon mixed with Carbon dioxide ","Argon mixed with Carbon dioxide ","70343-43-0","660","660","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","cubic feet","Gas","220","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Ambient","Ambient","75","Agron","N","7440-37-1","25","NULL","N","124-38-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","17163148","NULL","INCLUDE"
"10616581","APPLE, Inc. - Culver City (Beats)","8600 Hayden Pl","Culver City","90232","33411","3571","Nitrogen","Nitrogen","7727-37-9","555.6","555.6","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","cubic feet","Gas","277.8","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","550","153122","2.2","INCLUDE"
"10626694","APPLE INC","10400 N Tantau Ave","Cupertino","95014","33411","3571","Refrigerant R-410A","Refrigerant R-410A","","107","107","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Gas","107","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Roof Top Unit","Above Ambient","Ambient","50","Difluoromethane","N","75105","50","pentafluoroethane","N","354336","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","2.2","INCLUDE"
"10152523","ALPHA EMS","44193 S GRIMMER BLVD","FREMONT","94538","33412","3672","SOLDER PASTE","SOLDER PASTE","MIX","20","50","NULL","N","31","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Unknown","NULL","NULL","NULL","pounds","Solid","1","NULL","NULL","NULL","NULL","NULL","450","181","60","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","2","SILVER","N","7440224","1","COPPER","N","7440508","1","ROSIN","N","65997059","1","DI ETHYLEN GLYCOL","N","112594","1","HYDROGENATED CASTE OIL","N","8001783","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10365475","NEW BRUNSWICK INDUSTRIES, INC","1850 GILLESPIE WAY","EL CAJON","92020","33418","3679","63/37 Tin/LEAD SOLDER  LEAD: 7439-92-1","63/37 Tin/LEAD SOLDER  LEAD: 7439-92-1","7440-31-5","650","750","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","pounds","Solid","600","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","Y","PROCESS EQUIP","Ambient","Ambient","63","Sn (tin)","N","7440-31-5","37","Pb (lead)","N","7439-92-1","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","149922","NULL","INCLUDE"
"10400566","Alcatel-Lucent USA","520 Almanor Ave","Sunnyvale","94085","33421","3661","Butane, 1,1,1,3,3-pentafluoro-","HFC-365mfc","406-58-6","44.82","44.82","NULL","Y","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","pounds","Liquid","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","66794","708818","NULL","INCLUDE"
"10249882","NATEL ENGINEERING CO, INC","9340 OWENSMOUTH AVE","CHATSWORTH","91311","33422","3679","Forming Gas","Forming Gas","NULL","1200","2100","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","0","cubic feet","Gas","311","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","N","N","N","N","NULL","Above Ambient","Ambient","5","Hydrogen","N","1333-74-0","95","Nitrogen","N","7727-37-9","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","2.2","INCLUDE"
"10602589","MEYER SOUND LABORATORIES INC.","2817 TENTH ST","BERKELEY","94710","33431","3651","Isopropyl Alcohol","Isopropyl Alcohol (Isopropanol)","67-63-0","35","65","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10602595","MEYER SOUND LABORATORIES INC.","2976 SAN PABLO AVE","BERKELEY","94702","33431","3651","NULL","Windex Cleaner","NULL","12","25","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","25","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","1","Ethylene Glycol n-hexyl ether","N","112-25-4","5","Isopropanol","N","67-63-0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10618621","MEYER SOUND LABORATORIES INC.","1033 Heinz Ave","Berkeley","94710","33431","3651","NULL","Waste Soldering Flux","NULL","15","30","NULL","N","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","30","NULL","NULL","NULL","NULL","NULL","360","212","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Inside Flammable Cabinet","Ambient","Ambient","NULL","Isopropanol","N","67-63-0","NULL","n-butyl acetate","N","123-86-4","NULL","Methanol","N","67-56-1","NULL","Adipic acid","N","124-04-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3","INCLUDE"
"10421878","TR Manufacturing A Corning Company","33210 Central Ave","Union City","94587","33441","3678","Electrolyte/sulfuric Acid","Electrolyte/sulfuric Acid","7664-93-9","367","367","NULL","N","5","37","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","NULL","NULL","NULL","NULL","NULL","NULL","NULL","791","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","In Forklift Batteries ","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3094","NULL","8","INCLUDE"
"10378465","AMERICAN META-PACK CO","1185 Park Center Dr","Vista","92081","33441","3679","NULL","Gold cyanide waste","NULL","1","15","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Waste","NULL","NULL","NULL","gallons","Liquid","15","NULL","NULL","NULL","NULL","NULL","12","711","365","N","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10345414","ROBSON TECHNOLOGIES INC","135 E MAIN AV 130","MORGAN HILL","95037","33451","0","Denatured Ethanol","Ethyl Alcohol","64-17-5","25","55","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","NULL","N","N","N","N","Y","N","N","N","N","N","N","N","N","Y","N","N","N","N","NULL","Ambient","Ambient","9","isopropanol","NULL","NULL","1","MIBK","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Pharmco-Aaper Formula C-2 200","NULL","NULL","3822","3","INCLUDE"
"10635556","West Coast Machining, Inc.","14560 Marquardt Ave","Santa Fe Springs","90670","33512","3541","HYRO TREATED HEAVY PARAFINIC","SOLUBLE OIL 4100","64742-54-7","30","110","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","10","HYRO TREATED HEAVY PARAFINIC","N","64742-54-7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10448752","Avalon Battery","3070 Osgood Ct","Fremont","94539","33591","3691","Vanadium Mixture","Battery Electrolyte","NULL","3170","3170","NULL","N","5","37","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","370","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","N","N","Y","battery","Ambient","Ambient","17","Vanadyl sulphate","N","27774-13-6","17","Divanadium Sulphate","N","13701-70-7","15","Sulphuric Acid","Y","7664-93-9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8","INCLUDE"
"10522438","FINCO FABRICATION","2520 S BROADWAY ","SANTA ANA","92707","33612","3732","Polyester Resin","Polyester Resin","100-42-5","55","110","NULL","N","11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","5.50E+01","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","40","Styrene","N","12/13/2174","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Polyester Resin","NULL","NULL","NULL","3","INCLUDE"
"10517083","TMX ENG & MFG CORP","2141 S STANDARD AVE ","SANTA ANA","92707","33641","NULL","NULL","Machining Coolant","NULL","27","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Ambient","Ambient","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10619629","SENIOR AEROSPACE-SSP","2880 N Ontario St","Burbank","91504","33641","3728","Acetone","Acetone","67-64-1","27.5","55","NULL","N","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","100","Acetone","N","67-64-1","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","3","INCLUDE"
"10657282","SIEMENS INDUSTRY, INC","5301 Price Ave","McClellan","95652","33651","3743","Castrol Brayco Mocronic 882","Castrol Brayco Hydrualic fluid","","30","55","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","","Ambient","Ambient","75","1-Decene, homopolymer, hydrogenated","N","68037-01-4","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10645900","States Drawer Box Specialties","1482 N Batavia St","Orange","92867","33712","2431","Instapak-40W Component B","Sealed Air Instapak Component B","NULL","27","55","NULL","N","4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","pure","NULL","NULL","NULL","gallons","Liquid","55","NULL","NULL","NULL","NULL","NULL","0","NULL","365","N","N","N","Y","N","N","N","N","N","N","N","N","N","N","N","N","N","N","NULL","Unknown","Unknown","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","INCLUDE"
"10459624","Northrop Grumman","401 East Hendy Ave. Bldg 31","Sunnyvale","94088","33721","3511","","Miscellaneous gases","","1","8","NULL","N","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","No","Unknown","NULL","NULL","NULL","cubic feet","Gas","55","NULL","NULL","NULL","NULL","NULL","NULL","","365"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Y","Flammable Storage Cab","Above Ambient","Ambient","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
"10459804","Northrop Grumman","401 EAST HENDY AVE., BLDG 16","SUNNYVALE","94088","33721","3511","","Miscellaneous Flammable Liquids < 55 gal","","30","60","NULL","N","11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Yes","Mixture","NULL","NULL","NULL","gallons","Liquid","60","NULL","NULL","NULL","NULL","NULL","NULL","","365","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Y","Flammable Cabinet","Ambient","Ambient","NULL","","N","","NULL",""," ","","NULL",""," ","","NULL",""," ","","NULL",""," ","","","","NULL","","NULL","INCLUDE"
